"Date","Price","Open","High","Low","Vol.","Change %"
"02/11/1992","177.75","177.75","177.75","177.75","","0.24%"
"02/12/1992","178.62","178.62","178.62","178.62","","0.49%"
"02/13/1992","177.77","177.77","177.77","177.77","","-0.48%"
"02/14/1992","177.92","177.92","177.92","177.92","","0.08%"
"02/18/1992","176.36","176.36","176.36","176.36","","-0.88%"
"02/19/1992","176.87","176.87","176.87","176.87","","0.29%"
"02/20/1992","178.71","178.71","178.71","178.71","","1.04%"
"02/21/1992","178.45","178.45","178.45","178.45","","-0.15%"
"02/24/1992","178.56","178.56","178.56","178.56","","0.06%"
"02/25/1992","178.39","178.39","178.39","178.39","","-0.10%"
"02/26/1992","179.26","179.26","179.26","179.26","","0.49%"
"02/27/1992","179.15","179.15","179.15","179.15","","-0.06%"
"02/28/1992","179.06","179.06","179.06","179.06","","-0.05%"
"03/02/1992","179.28","179.28","179.28","179.28","","0.12%"
"03/03/1992","179.25","179.25","179.25","179.25","","-0.02%"
"03/04/1992","178.74","178.74","178.74","178.74","","-0.28%"
"03/05/1992","178.21","178.21","178.21","178.21","","-0.30%"
"03/06/1992","177.56","177.56","177.56","177.56","","-0.36%"
"03/09/1992","177.93","177.93","177.93","177.93","","0.21%"
"03/10/1992","178.91","178.91","178.91","178.91","","0.55%"
"03/11/1992","177.91","177.91","177.91","177.91","","-0.56%"
"03/12/1992","178.10","178.10","178.10","178.10","","0.11%"
"03/13/1992","178.67","178.67","178.67","178.67","","0.32%"
"03/16/1992","178.95","178.95","178.95","178.95","","0.16%"
"03/17/1992","180.35","180.35","180.35","180.35","","0.78%"
"03/18/1992","180.43","180.43","180.43","180.43","","0.04%"
"03/19/1992","180.81","180.81","180.81","180.81","","0.21%"
"03/20/1992","181.32","181.32","181.32","181.32","","0.28%"
"03/23/1992","181.44","181.44","181.44","181.44","","0.07%"
"03/24/1992","181.52","181.52","181.52","181.52","","0.04%"
"03/25/1992","181.62","181.62","181.62","181.62","","0.06%"
"03/26/1992","181.30","181.30","181.30","181.30","","-0.18%"
"03/27/1992","180.20","180.20","180.20","180.20","","-0.61%"
"03/30/1992","180.20","180.20","180.20","180.20","","0.00%"
"03/31/1992","180.22","180.22","180.22","180.22","","0.01%"
"04/01/1992","180.78","180.78","180.78","180.78","","0.31%"
"04/02/1992","179.25","179.25","179.25","179.25","","-0.85%"
"04/03/1992","179.84","179.84","179.84","179.84","","0.33%"
"04/06/1992","181.53","181.53","181.53","181.53","","0.94%"
"04/07/1992","178.54","178.54","178.54","178.54","","-1.65%"
"04/08/1992","177.35","177.35","177.35","177.35","","-0.67%"
"04/09/1992","180.52","180.52","180.52","180.52","","1.79%"
"04/10/1992","181.47","181.47","181.47","181.47","","0.53%"
"04/13/1992","182.09","182.09","182.09","182.09","","0.34%"
"04/14/1992","183.99","183.99","183.99","183.99","","1.04%"
"04/15/1992","184.34","184.34","184.34","184.34","","0.19%"
"04/16/1992","184.40","184.40","184.40","184.40","","0.03%"
"04/20/1992","183.15","183.15","183.15","183.15","","-0.68%"
"04/21/1992","183.63","183.63","183.63","183.63","","0.26%"
"04/22/1992","183.53","183.53","183.53","183.53","","-0.05%"
"04/23/1992","183.72","183.72","183.72","183.72","","0.10%"
"04/24/1992","183.32","183.32","183.32","183.32","","-0.22%"
"04/27/1992","183.38","183.38","183.38","183.38","","0.03%"
"04/28/1992","183.51","183.51","183.51","183.51","","0.07%"
"04/29/1992","184.33","184.33","184.33","184.33","","0.45%"
"04/30/1992","185.08","185.08","185.08","185.08","","0.41%"
"05/01/1992","184.74","184.74","184.74","184.74","","-0.18%"
"05/04/1992","185.81","185.81","185.81","185.81","","0.58%"
"05/05/1992","186.00","186.00","186.00","186.00","","0.10%"
"05/06/1992","186.05","186.05","186.05","186.05","","0.03%"
"05/07/1992","185.96","185.96","185.96","185.96","","-0.05%"
"05/08/1992","186.32","186.32","186.32","186.32","","0.19%"
"05/11/1992","186.90","186.90","186.90","186.90","","0.31%"
"05/12/1992","186.77","186.77","186.77","186.77","","-0.07%"
"05/13/1992","186.90","186.90","186.90","186.90","","0.07%"
"05/14/1992","186.39","186.39","186.39","186.39","","-0.27%"
"05/15/1992","185.37","185.37","185.37","185.37","","-0.55%"
"05/18/1992","186.06","186.06","186.06","186.06","","0.37%"
"05/19/1992","186.71","186.71","186.71","186.71","","0.35%"
"05/20/1992","186.73","186.73","186.73","186.73","","0.01%"
"05/21/1992","186.23","186.23","186.23","186.23","","-0.27%"
"05/22/1992","186.63","186.63","186.63","186.63","","0.21%"
"05/26/1992","186.21","186.21","186.21","186.21","","-0.23%"
"05/27/1992","186.43","186.43","186.43","186.43","","0.12%"
"05/28/1992","187.29","187.29","187.29","187.29","","0.46%"
"05/29/1992","187.25","187.25","187.25","187.25","","-0.02%"
"06/01/1992","187.53","187.53","187.53","187.53","","0.15%"
"06/02/1992","187.18","187.18","187.18","187.18","","-0.19%"
"06/03/1992","187.49","187.49","187.49","187.49","","0.17%"
"06/04/1992","187.27","187.27","187.27","187.27","","-0.12%"
"06/05/1992","187.47","187.47","187.47","187.47","","0.11%"
"06/08/1992","187.45","187.45","187.45","187.45","","-0.01%"
"06/09/1992","187.02","187.02","187.02","187.02","","-0.23%"
"06/10/1992","186.47","186.47","186.47","186.47","","-0.29%"
"06/11/1992","187.03","187.03","187.03","187.03","","0.30%"
"06/12/1992","187.58","187.58","187.58","187.58","","0.29%"
"06/15/1992","187.91","187.91","187.91","187.91","","0.18%"
"06/16/1992","187.36","187.36","187.36","187.36","","-0.29%"
"06/17/1992","185.07","185.07","185.07","185.07","","-1.22%"
"06/18/1992","184.80","184.80","184.80","184.80","","-0.15%"
"06/19/1992","185.91","185.91","185.91","185.91","","0.60%"
"06/22/1992","185.99","185.99","185.99","185.99","","0.04%"
"06/23/1992","186.28","186.28","186.28","186.28","","0.16%"
"06/24/1992","186.30","186.30","186.30","186.30","","0.01%"
"06/25/1992","186.28","186.28","186.28","186.28","","-0.01%"
"06/26/1992","186.45","186.45","186.45","186.45","","0.09%"
"06/29/1992","187.52","187.52","187.52","187.52","","0.57%"
"06/30/1992","187.53","187.53","187.53","187.53","","0.01%"
"07/01/1992","187.87","187.87","187.87","187.87","","0.18%"
"07/02/1992","187.77","187.77","187.77","187.77","","-0.05%"
"07/06/1992","187.98","187.98","187.98","187.98","","0.11%"
"07/07/1992","187.69","187.69","187.69","187.69","","-0.15%"
"07/08/1992","187.99","187.99","187.99","187.99","","0.16%"
"07/09/1992","188.21","188.21","188.21","188.21","","0.12%"
"07/10/1992","188.26","188.26","188.26","188.26","","0.03%"
"07/13/1992","188.38","188.38","188.38","188.38","","0.06%"
"07/14/1992","188.45","188.45","188.45","188.45","","0.04%"
"07/15/1992","188.47","188.47","188.47","188.47","","0.01%"
"07/16/1992","188.52","188.52","188.52","188.52","","0.03%"
"07/17/1992","188.47","188.47","188.47","188.47","","-0.03%"
"07/20/1992","188.50","188.50","188.50","188.50","","0.02%"
"07/21/1992","188.28","188.28","188.28","188.28","","-0.12%"
"07/22/1992","187.49","187.49","187.49","187.49","","-0.42%"
"07/23/1992","187.98","187.98","187.98","187.98","","0.26%"
"07/24/1992","187.99","187.99","187.99","187.99","","0.01%"
"07/27/1992","188.25","188.25","188.25","188.25","","0.14%"
"07/28/1992","189.60","189.60","189.60","189.60","","0.72%"
"07/29/1992","190.21","190.21","190.21","190.21","","0.32%"
"07/30/1992","190.51","190.51","190.51","190.51","","0.16%"
"07/31/1992","190.57","190.57","190.57","190.57","","0.03%"
"08/03/1992","190.78","190.78","190.78","190.78","","0.11%"
"08/04/1992","190.85","190.85","190.85","190.85","","0.04%"
"08/05/1992","190.68","190.68","190.68","190.68","","-0.09%"
"08/06/1992","190.57","190.57","190.57","190.57","","-0.06%"
"08/07/1992","190.38","190.38","190.38","190.38","","-0.10%"
"08/10/1992","190.69","190.69","190.69","190.69","","0.16%"
"08/11/1992","190.59","190.59","190.59","190.59","","-0.05%"
"08/12/1992","190.58","190.58","190.58","190.58","","-0.01%"
"08/13/1992","190.63","190.63","190.63","190.63","","0.03%"
"08/14/1992","191.12","191.12","191.12","191.12","","0.26%"
"08/17/1992","191.37","191.37","191.37","191.37","","0.13%"
"08/18/1992","191.47","191.47","191.47","191.47","","0.05%"
"08/19/1992","191.36","191.36","191.36","191.36","","-0.06%"
"08/20/1992","191.51","191.51","191.51","191.51","","0.08%"
"08/21/1992","191.63","191.63","191.63","191.63","","0.06%"
"08/24/1992","190.80","190.80","190.80","190.80","","-0.43%"
"08/25/1992","191.20","191.20","191.20","191.20","","0.21%"
"08/26/1992","191.89","191.89","191.89","191.89","","0.36%"
"08/27/1992","192.15","192.15","192.15","192.15","","0.14%"
"08/28/1992","192.34","192.34","192.34","192.34","","0.10%"
"08/31/1992","192.51","192.51","192.51","192.51","","0.09%"
"09/01/1992","192.73","192.73","192.73","192.73","","0.11%"
"09/02/1992","193.13","193.13","193.13","193.13","","0.21%"
"09/03/1992","193.18","193.18","193.18","193.18","","0.03%"
"09/04/1992","193.14","193.14","193.14","193.14","","-0.02%"
"09/08/1992","193.00","193.00","193.00","193.00","","-0.07%"
"09/09/1992","193.37","193.37","193.37","193.37","","0.19%"
"09/10/1992","193.74","193.74","193.74","193.74","","0.19%"
"09/11/1992","193.77","193.77","193.77","193.77","","0.02%"
"09/14/1992","193.90","193.90","193.90","193.90","","0.07%"
"09/15/1992","193.91","193.91","193.91","193.91","","0.01%"
"09/16/1992","193.84","193.84","193.84","193.84","","-0.04%"
"09/17/1992","194.02","194.02","194.02","194.02","","0.09%"
"09/18/1992","194.02","194.02","194.02","194.02","","0.00%"
"09/21/1992","194.25","194.25","194.25","194.25","","0.12%"
"09/22/1992","193.24","193.24","193.24","193.24","","-0.52%"
"09/23/1992","193.32","193.32","193.32","193.32","","0.04%"
"09/24/1992","193.83","193.83","193.83","193.83","","0.26%"
"09/25/1992","192.47","192.47","192.47","192.47","","-0.70%"
"09/28/1992","193.28","193.28","193.28","193.28","","0.42%"
"09/29/1992","193.42","193.42","193.42","193.42","","0.07%"
"09/30/1992","193.78","193.78","193.78","193.78","","0.19%"
"10/01/1992","193.10","193.10","193.10","193.10","","-0.35%"
"10/02/1992","191.10","191.10","191.10","191.10","","-1.04%"
"10/05/1992","190.30","190.30","190.30","190.30","","-0.42%"
"10/06/1992","190.14","190.14","190.14","190.14","","-0.08%"
"10/07/1992","188.69","188.69","188.69","188.69","","-0.76%"
"10/08/1992","190.70","190.70","190.70","190.70","","1.07%"
"10/09/1992","188.38","188.38","188.38","188.38","","-1.22%"
"10/12/1992","190.65","190.65","190.65","190.65","","1.21%"
"10/13/1992","191.49","191.49","191.49","191.49","","0.44%"
"10/14/1992","191.50","191.50","191.50","191.50","","0.01%"
"10/15/1992","192.16","192.16","192.16","192.16","","0.34%"
"10/16/1992","192.70","192.70","192.70","192.70","","0.28%"
"10/19/1992","193.71","193.71","193.71","193.71","","0.52%"
"10/20/1992","193.81","193.81","193.81","193.81","","0.05%"
"10/21/1992","194.04","194.04","194.04","194.04","","0.12%"
"10/22/1992","193.88","193.88","193.88","193.88","","-0.08%"
"10/23/1992","193.98","193.98","193.98","193.98","","0.05%"
"10/26/1992","194.81","194.81","194.81","194.81","","0.43%"
"10/27/1992","194.86","194.86","194.86","194.86","","0.03%"
"10/28/1992","195.18","195.18","195.18","195.18","","0.16%"
"10/29/1992","195.28","195.28","195.28","195.28","","0.05%"
"10/30/1992","195.15","195.15","195.15","195.15","","-0.07%"
"11/02/1992","195.65","195.65","195.65","195.65","","0.26%"
"11/03/1992","195.32","195.32","195.32","195.32","","-0.17%"
"11/04/1992","195.32","195.32","195.32","195.32","","0.00%"
"11/05/1992","195.64","195.64","195.64","195.64","","0.16%"
"11/06/1992","195.73","195.73","195.73","195.73","","0.05%"
"11/09/1992","196.08","196.08","196.08","196.08","","0.18%"
"11/10/1992","196.16","196.16","196.16","196.16","","0.04%"
"11/11/1992","196.42","196.42","196.42","196.42","","0.13%"
"11/12/1992","196.43","196.43","196.43","196.43","","0.01%"
"11/13/1992","196.50","196.50","196.50","196.50","","0.04%"
"11/16/1992","196.53","196.53","196.53","196.53","","0.02%"
"11/17/1992","196.55","196.55","196.55","196.55","","0.01%"
"11/18/1992","196.74","196.74","196.74","196.74","","0.10%"
"11/19/1992","196.79","196.79","196.79","196.79","","0.03%"
"11/20/1992","197.03","197.03","197.03","197.03","","0.12%"
"11/23/1992","196.99","196.99","196.99","196.99","","-0.02%"
"11/24/1992","197.54","197.54","197.54","197.54","","0.28%"
"11/25/1992","197.85","197.85","197.85","197.85","","0.16%"
"11/27/1992","198.06","198.06","198.06","198.06","","0.11%"
"11/30/1992","198.35","198.35","198.35","198.35","","0.15%"
"12/01/1992","198.43","198.43","198.43","198.43","","0.04%"
"12/02/1992","198.40","198.40","198.40","198.40","","-0.02%"
"12/03/1992","198.52","198.52","198.52","198.52","","0.06%"
"12/04/1992","198.86","198.86","198.86","198.86","","0.17%"
"12/07/1992","199.18","199.18","199.18","199.18","","0.16%"
"12/08/1992","199.27","199.27","199.27","199.27","","0.05%"
"12/09/1992","199.25","199.25","199.25","199.25","","-0.01%"
"12/10/1992","199.22","199.22","199.22","199.22","","-0.02%"
"12/11/1992","199.31","199.31","199.31","199.31","","0.05%"
"12/14/1992","199.41","199.41","199.41","199.41","","0.05%"
"12/15/1992","199.48","199.48","199.48","199.48","","0.04%"
"12/16/1992","199.47","199.47","199.47","199.47","","-0.01%"
"12/17/1992","199.64","199.64","199.64","199.64","","0.09%"
"12/18/1992","200.00","200.00","200.00","200.00","","0.18%"
"12/21/1992","200.19","200.19","200.19","200.19","","0.10%"
"12/22/1992","200.38","200.38","200.38","200.38","","0.09%"
"12/23/1992","200.28","200.28","200.28","200.28","","-0.05%"
"12/24/1992","200.33","200.33","200.33","200.33","","0.02%"
"12/28/1992","200.43","200.43","200.43","200.43","","0.05%"
"12/29/1992","200.27","200.27","200.27","200.27","","-0.08%"
"12/30/1992","200.35","200.35","200.35","200.35","","0.04%"
"12/31/1992","200.19","200.19","200.19","200.19","","-0.08%"
"01/04/1993","199.89","199.89","199.89","199.89","","-0.15%"
"01/05/1993","199.99","199.99","199.99","199.99","","0.05%"
"01/06/1993","200.13","200.13","200.13","200.13","","0.07%"
"01/07/1993","198.87","198.87","198.87","198.87","","-0.63%"
"01/08/1993","198.71","198.71","198.71","198.71","","-0.08%"
"01/11/1993","199.38","199.38","199.38","199.38","","0.34%"
"01/12/1993","199.63","199.63","199.63","199.63","","0.13%"
"01/13/1993","200.57","200.57","200.57","200.57","","0.47%"
"01/14/1993","201.55","201.55","201.55","201.55","","0.49%"
"01/15/1993","201.36","201.36","201.36","201.36","","-0.09%"
"01/18/1993","201.59","201.59","201.59","201.59","","0.11%"
"01/19/1993","201.25","201.25","201.25","201.25","","-0.17%"
"01/20/1993","200.83","200.83","200.83","200.83","","-0.21%"
"01/21/1993","201.50","201.50","201.50","201.50","","0.33%"
"01/22/1993","201.75","201.75","201.75","201.75","","0.12%"
"01/25/1993","202.54","202.54","202.54","202.54","","0.39%"
"01/26/1993","202.58","202.58","202.58","202.58","","0.02%"
"01/27/1993","202.31","202.31","202.31","202.31","","-0.13%"
"01/28/1993","202.44","202.44","202.44","202.44","","0.06%"
"01/29/1993","202.43","202.43","202.43","202.43","","0.00%"
"02/01/1993","203.10","203.10","203.10","203.10","","0.33%"
"02/02/1993","203.22","203.22","203.22","203.22","","0.06%"
"02/03/1993","203.46","203.46","203.46","203.46","","0.12%"
"02/04/1993","203.60","203.60","203.60","203.60","","0.07%"
"02/05/1993","203.59","203.59","203.59","203.59","","0.00%"
"02/08/1993","203.64","203.64","203.64","203.64","","0.02%"
"02/09/1993","203.63","203.63","203.63","203.63","","0.00%"
"02/10/1993","203.69","203.69","203.69","203.69","","0.03%"
"02/11/1993","203.83","203.83","203.83","203.83","","0.07%"
"02/12/1993","203.86","203.86","203.86","203.86","","0.01%"
"02/16/1993","202.44","202.44","202.44","202.44","","-0.70%"
"02/17/1993","202.72","202.72","202.72","202.72","","0.14%"
"02/18/1993","203.13","203.13","203.13","203.13","","0.20%"
"02/19/1993","203.74","203.74","203.74","203.74","","0.30%"
"02/22/1993","204.15","204.15","204.15","204.15","","0.20%"
"02/23/1993","203.99","203.99","203.99","203.99","","-0.08%"
"02/24/1993","204.73","204.73","204.73","204.73","","0.36%"
"02/25/1993","205.03","205.03","205.03","205.03","","0.15%"
"02/26/1993","205.33","205.33","205.33","205.33","","0.15%"
"03/01/1993","205.28","205.28","205.28","205.28","","-0.02%"
"03/02/1993","205.67","205.67","205.67","205.67","","0.19%"
"03/03/1993","205.71","205.71","205.71","205.71","","0.02%"
"03/04/1993","205.64","205.64","205.64","205.64","","-0.03%"
"03/05/1993","205.63","205.63","205.63","205.63","","0.00%"
"03/08/1993","205.84","205.84","205.84","205.84","","0.10%"
"03/09/1993","205.95","205.95","205.95","205.95","","0.05%"
"03/10/1993","206.00","206.00","206.00","206.00","","0.02%"
"03/11/1993","206.01","206.01","206.01","206.01","","0.00%"
"03/12/1993","205.94","205.94","205.94","205.94","","-0.03%"
"03/15/1993","206.08","206.08","206.08","206.08","","0.07%"
"03/16/1993","206.13","206.13","206.13","206.13","","0.02%"
"03/17/1993","206.17","206.17","206.17","206.17","","0.02%"
"03/18/1993","206.22","206.22","206.22","206.22","","0.02%"
"03/19/1993","206.14","206.14","206.14","206.14","","-0.04%"
"03/22/1993","205.81","205.81","205.81","205.81","","-0.16%"
"03/23/1993","206.21","206.21","206.21","206.21","","0.19%"
"03/24/1993","206.19","206.19","206.19","206.19","","-0.01%"
"03/25/1993","206.97","206.97","206.97","206.97","","0.38%"
"03/26/1993","206.26","206.26","206.26","206.26","","-0.34%"
"03/29/1993","206.95","206.95","206.95","206.95","","0.33%"
"03/30/1993","207.34","207.34","207.34","207.34","","0.19%"
"03/31/1993","207.33","207.33","207.33","207.33","","0.00%"
"04/01/1993","206.88","206.88","206.88","206.88","","-0.22%"
"04/02/1993","204.37","204.37","204.37","204.37","","-1.21%"
"04/05/1993","204.97","204.97","204.97","204.97","","0.29%"
"04/06/1993","204.64","204.64","204.64","204.64","","-0.16%"
"04/07/1993","205.36","205.36","205.36","205.36","","0.35%"
"04/08/1993","205.05","205.05","205.05","205.05","","-0.15%"
"04/12/1993","207.71","207.71","207.71","207.71","","1.30%"
"04/13/1993","207.99","207.99","207.99","207.99","","0.13%"
"04/14/1993","208.09","208.09","208.09","208.09","","0.05%"
"04/15/1993","208.24","208.24","208.24","208.24","","0.07%"
"04/16/1993","208.65","208.65","208.65","208.65","","0.20%"
"04/19/1993","208.46","208.46","208.46","208.46","","-0.09%"
"04/20/1993","207.95","207.95","207.95","207.95","","-0.24%"
"04/21/1993","208.05","208.05","208.05","208.05","","0.05%"
"04/22/1993","206.85","206.85","206.85","206.85","","-0.58%"
"04/23/1993","205.77","205.77","205.77","205.77","","-0.52%"
"04/26/1993","204.52","204.52","204.52","204.52","","-0.61%"
"04/27/1993","206.32","206.32","206.32","206.32","","0.88%"
"04/28/1993","206.30","206.30","206.30","206.30","","-0.01%"
"04/29/1993","206.88","206.88","206.88","206.88","","0.28%"
"04/30/1993","207.11","207.11","207.11","207.11","","0.11%"
"05/03/1993","208.14","208.14","208.14","208.14","","0.50%"
"05/04/1993","208.84","208.84","208.84","208.84","","0.34%"
"05/05/1993","208.98","208.98","208.98","208.98","","0.07%"
"05/06/1993","208.67","208.67","208.67","208.67","","-0.15%"
"05/07/1993","208.54","208.54","208.54","208.54","","-0.06%"
"05/10/1993","208.82","208.82","208.82","208.82","","0.13%"
"05/11/1993","209.41","209.41","209.41","209.41","","0.28%"
"05/12/1993","209.39","209.39","209.39","209.39","","-0.01%"
"05/13/1993","207.87","207.87","207.87","207.87","","-0.73%"
"05/14/1993","207.62","207.62","207.62","207.62","","-0.12%"
"05/17/1993","208.44","208.44","208.44","208.44","","0.39%"
"05/18/1993","208.43","208.43","208.43","208.43","","0.00%"
"05/19/1993","210.91","210.91","210.91","210.91","","1.19%"
"05/20/1993","211.18","211.18","211.18","211.18","","0.13%"
"05/21/1993","210.34","210.34","210.34","210.34","","-0.40%"
"05/24/1993","211.02","211.02","211.02","211.02","","0.32%"
"05/25/1993","211.19","211.19","211.19","211.19","","0.08%"
"05/26/1993","212.05","212.05","212.05","212.05","","0.41%"
"05/27/1993","212.01","212.01","212.01","212.01","","-0.02%"
"05/28/1993","211.66","211.66","211.66","211.66","","-0.17%"
"06/01/1993","212.42","212.42","212.42","212.42","","0.36%"
"06/02/1993","212.40","212.40","212.40","212.40","","-0.01%"
"06/03/1993","212.37","212.37","212.37","212.37","","-0.01%"
"06/04/1993","212.21","212.21","212.21","212.21","","-0.08%"
"06/07/1993","212.02","212.02","212.02","212.02","","-0.09%"
"06/08/1993","211.50","211.50","211.50","211.50","","-0.25%"
"06/09/1993","212.00","212.00","212.00","212.00","","0.24%"
"06/10/1993","212.11","212.11","212.11","212.11","","0.05%"
"06/11/1993","212.69","212.69","212.69","212.69","","0.27%"
"06/14/1993","212.87","212.87","212.87","212.87","","0.08%"
"06/15/1993","212.90","212.90","212.90","212.90","","0.01%"
"06/16/1993","213.17","213.17","213.17","213.17","","0.13%"
"06/17/1993","213.39","213.39","213.39","213.39","","0.10%"
"06/18/1993","213.14","213.14","213.14","213.14","","-0.12%"
"06/21/1993","213.56","213.56","213.56","213.56","","0.20%"
"06/22/1993","213.58","213.58","213.58","213.58","","0.01%"
"06/23/1993","213.23","213.23","213.23","213.23","","-0.16%"
"06/24/1993","213.86","213.86","213.86","213.86","","0.30%"
"06/25/1993","214.12","214.12","214.12","214.12","","0.12%"
"06/28/1993","214.93","214.93","214.93","214.93","","0.38%"
"06/29/1993","214.84","214.84","214.84","214.84","","-0.04%"
"06/30/1993","214.83","214.83","214.83","214.83","","0.00%"
"07/01/1993","214.70","214.70","214.70","214.70","","-0.06%"
"07/02/1993","214.40","214.40","214.40","214.40","","-0.14%"
"07/06/1993","213.32","213.32","213.32","213.32","","-0.50%"
"07/07/1993","213.73","213.73","213.73","213.73","","0.19%"
"07/08/1993","215.07","215.07","215.07","215.07","","0.63%"
"07/09/1993","215.28","215.28","215.28","215.28","","0.10%"
"07/12/1993","215.55","215.55","215.55","215.55","","0.13%"
"07/13/1993","215.60","215.60","215.60","215.60","","0.02%"
"07/14/1993","215.87","215.87","215.87","215.87","","0.13%"
"07/15/1993","215.95","215.95","215.95","215.95","","0.04%"
"07/16/1993","215.65","215.65","215.65","215.65","","-0.14%"
"07/19/1993","215.70","215.70","215.70","215.70","","0.02%"
"07/20/1993","216.12","216.12","216.12","216.12","","0.19%"
"07/21/1993","216.11","216.11","216.11","216.11","","0.00%"
"07/22/1993","215.51","215.51","215.51","215.51","","-0.28%"
"07/23/1993","216.14","216.14","216.14","216.14","","0.29%"
"07/26/1993","216.75","216.75","216.75","216.75","","0.28%"
"07/27/1993","216.71","216.71","216.71","216.71","","-0.02%"
"07/28/1993","216.66","216.66","216.66","216.66","","-0.02%"
"07/29/1993","217.08","217.08","217.08","217.08","","0.19%"
"07/30/1993","216.70","216.70","216.70","216.70","","-0.18%"
"08/02/1993","217.20","217.20","217.20","217.20","","0.23%"
"08/03/1993","217.30","217.30","217.30","217.30","","0.05%"
"08/04/1993","217.16","217.16","217.16","217.16","","-0.06%"
"08/05/1993","217.18","217.18","217.18","217.18","","0.01%"
"08/06/1993","217.26","217.26","217.26","217.26","","0.04%"
"08/09/1993","217.79","217.79","217.79","217.79","","0.24%"
"08/10/1993","217.85","217.85","217.85","217.85","","0.03%"
"08/11/1993","217.95","217.95","217.95","217.95","","0.05%"
"08/12/1993","217.91","217.91","217.91","217.91","","-0.02%"
"08/13/1993","218.14","218.14","218.14","218.14","","0.11%"
"08/16/1993","218.42","218.42","218.42","218.42","","0.13%"
"08/17/1993","218.52","218.52","218.52","218.52","","0.05%"
"08/18/1993","218.63","218.63","218.63","218.63","","0.05%"
"08/19/1993","218.65","218.65","218.65","218.65","","0.01%"
"08/20/1993","218.68","218.68","218.68","218.68","","0.01%"
"08/23/1993","218.74","218.74","218.74","218.74","","0.03%"
"08/24/1993","219.58","219.58","219.58","219.58","","0.38%"
"08/25/1993","219.58","219.58","219.58","219.58","","0.00%"
"08/26/1993","219.66","219.66","219.66","219.66","","0.04%"
"08/27/1993","219.81","219.81","219.81","219.81","","0.07%"
"08/30/1993","220.07","220.07","220.07","220.07","","0.12%"
"08/31/1993","220.31","220.31","220.31","220.31","","0.11%"
"09/01/1993","220.33","220.33","220.33","220.33","","0.01%"
"09/02/1993","220.33","220.33","220.33","220.33","","0.00%"
"09/03/1993","220.49","220.49","220.49","220.49","","0.07%"
"09/07/1993","220.20","220.20","220.20","220.20","","-0.13%"
"09/08/1993","219.97","219.97","219.97","219.97","","-0.10%"
"09/09/1993","220.20","220.20","220.20","220.20","","0.10%"
"09/10/1993","220.85","220.85","220.85","220.85","","0.30%"
"09/13/1993","220.99","220.99","220.99","220.99","","0.06%"
"09/14/1993","220.95","220.95","220.95","220.95","","-0.02%"
"09/15/1993","221.15","221.15","221.15","221.15","","0.09%"
"09/16/1993","221.23","221.23","221.23","221.23","","0.04%"
"09/17/1993","220.79","220.79","220.79","220.79","","-0.20%"
"09/20/1993","220.05","220.05","220.05","220.05","","-0.34%"
"09/21/1993","219.27","219.27","219.27","219.27","","-0.35%"
"09/22/1993","220.64","220.64","220.64","220.64","","0.62%"
"09/23/1993","221.21","221.21","221.21","221.21","","0.26%"
"09/24/1993","221.23","221.23","221.23","221.23","","0.01%"
"09/27/1993","222.01","222.01","222.01","222.01","","0.35%"
"09/28/1993","222.04","222.04","222.04","222.04","","0.01%"
"09/29/1993","221.91","221.91","221.91","221.91","","-0.06%"
"09/30/1993","221.73","221.73","221.73","221.73","","-0.08%"
"10/01/1993","222.11","222.11","222.11","222.11","","0.17%"
"10/04/1993","222.37","222.37","222.37","222.37","","0.12%"
"10/05/1993","222.42","222.42","222.42","222.42","","0.02%"
"10/06/1993","222.45","222.45","222.45","222.45","","0.01%"
"10/07/1993","222.38","222.38","222.38","222.38","","-0.03%"
"10/08/1993","222.69","222.69","222.69","222.69","","0.14%"
"10/11/1993","222.90","222.90","222.90","222.90","","0.09%"
"10/12/1993","223.02","223.02","223.02","223.02","","0.05%"
"10/13/1993","223.13","223.13","223.13","223.13","","0.05%"
"10/14/1993","223.24","223.24","223.24","223.24","","0.05%"
"10/15/1993","223.19","223.19","223.19","223.19","","-0.02%"
"10/18/1993","223.15","223.15","223.15","223.15","","-0.02%"
"10/19/1993","222.62","222.62","222.62","222.62","","-0.24%"
"10/20/1993","222.83","222.83","222.83","222.83","","0.09%"
"10/21/1993","222.84","222.84","222.84","222.84","","0.00%"
"10/22/1993","222.38","222.38","222.38","222.38","","-0.21%"
"10/25/1993","222.74","222.74","222.74","222.74","","0.16%"
"10/26/1993","222.76","222.76","222.76","222.76","","0.01%"
"10/27/1993","222.77","222.77","222.77","222.77","","0.00%"
"10/28/1993","223.52","223.52","223.52","223.52","","0.34%"
"10/29/1993","223.60","223.60","223.60","223.60","","0.04%"
"11/01/1993","223.97","223.97","223.97","223.97","","0.17%"
"11/02/1993","223.98","223.98","223.98","223.98","","0.00%"
"11/03/1993","222.66","222.66","222.66","222.66","","-0.59%"
"11/04/1993","220.77","220.77","220.77","220.77","","-0.85%"
"11/05/1993","221.67","221.67","221.67","221.67","","0.41%"
"11/08/1993","222.30","222.30","222.30","222.30","","0.28%"
"11/09/1993","222.29","222.29","222.29","222.29","","0.00%"
"11/10/1993","223.61","223.61","223.61","223.61","","0.59%"
"11/11/1993","223.39","223.39","223.39","223.39","","-0.10%"
"11/12/1993","224.26","224.26","224.26","224.26","","0.39%"
